,Name,Title,Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education,Image,Real Time Net Worth,2022 Billionaires Net Worth,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Quote,Source Page
2477,Eduardo Hochschild,"Chairman, Hochschild Mining PLC",58,mining,,,"Lima, Peru",Peru,Married,4,"Bachelor of Arts/Science, Tufts University","https://imageio.forbes.com/specials-images/imageserve/5e77067c10380d0006fbba1d/0x0.jpg?format=jpg&crop=2533,2534,x872,y107,safe&height=416&width=416&fit=bounds",,$1.1B,,,,,,,,,,,,,,$2.2B,$2.1B,$1.2B,,,$1.5B,$1.4B,$1.3B,,$1.3B,$1.1B,,https://www.forbes.com/profile/eduardo-hochschild/?list=billionaires
2478,Hong Seok-joh, BGF Co. Ltd.,69,convenience stores,,,"Seoul, South Korea",South Korea,Married,1,"Master of Laws, Harvard University; Law Degree, Seoul National University","https://imageio.forbes.com/specials-images/imageserve/5d247a904c687b00085c1e8c/0x0.jpg?format=jpg&crop=583,583,x5,y33,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,,,,,,,,,$1.1B,$1.5B,$1.2B,,,$1.2B,$1.1B,,https://www.forbes.com/profile/hong-seok-joh/?list=billionaires
2479,Huang Jiangji,,,"smartphones, Self Made",,,"Beijing, China",Hong Kong,,,,,,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1.9B,$1.1B,,https://www.forbes.com/profile/huang-jiangji/?list=billionaires
2480,Huang Xu,,54,"semiconductor, Self Made",,,"Fuzhou, China",China,,,,,,$1.1B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/huang-xu/?list=billionaires
2481,Subba Rao Jasti,,95,"pharmaceuticals, Self Made",,,"Hyderabad, India",India,Married,,,,$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/subba-rao-jasti/?list=billionaires
2482,Long Jiang,,48,"Manufacturing, Self Made",,,"Weifang, China",China,,,"Master of Arts, Renmin University of China; Bachelor of Arts/Science, Tsinghua University; Ph.D, University of Maryland",,$1.2B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1B,$1.1B,,https://www.forbes.com/profile/long-jiang/?list=billionaires
2483,Jiang Xuefei & family,Actor ,52,"printed circuit boards, Self Made",,,"Shenzhen, China",China,Married,,,,,$1.1B,,,,,,,,,,,,,,,,,,,$1.5B,$1B,$1B,$1.3B,$1.1B,$1.1B,,https://www.forbes.com/profile/jiang-xuefei/?list=billionaires
2484,Jonas Kamprad,,56,IKEA,,,"London, United Kingdom",Sweden,Married,2,,"https://imageio.forbes.com/specials-images/imageserve/5c722c674bbe6f51818aba2e/0x0.jpg?format=jpg&crop=1344,1343,x604,y100,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,,,,,,,,,$1B,$1B,$1.1B,$1B,$1B,$1.2B,$1.1B,,https://www.forbes.com/profile/jonas-kamprad/?list=billionaires
2485,Mathias Kamprad,,52,IKEA,,,"London, United Kingdom",Sweden,Divorced,2,,"https://imageio.forbes.com/specials-images/imageserve/5c722ced31358e35dd26ff59/0x0.jpg?format=jpg&crop=226,226,x49,y1,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,,,,,,,,,$1B,$1B,$1.1B,$1B,$1B,$1.2B,$1.1B,,https://www.forbes.com/profile/mathias-kamprad/?list=billionaires
2486,Peter Kamprad,,58,IKEA,,,"Tervuren, Belgium",Sweden,Married,2,,"https://imageio.forbes.com/specials-images/imageserve/5c722d41a7ea43100043521e/0x0.jpg?format=jpg&crop=257,257,x0,y1,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,,,,,,,,,$1B,$1B,$1.1B,$1B,$1B,$1.2B,$1.1B,,https://www.forbes.com/profile/peter-kamprad/?list=billionaires
2487,Andrew Karam,,40,"mobile games, Self Made",,,"Menlo Park, California",United States,,,"Bachelor of Arts/Economics, Tufts University; Bachelor of Engineering, Tufts University","https://imageio.forbes.com/specials-images/imageserve/6245cc79e87d037c291e1771/0x0.jpg?format=jpg&crop=514,515,x138,y24,safe&height=416&width=416&fit=bounds",,$1.1B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/andrew-karam/?list=billionaires
2488,Samvel Karapetyan,,56,"real estate, Self Made",,,"Moscow, Russia",Russia,Married,3,"Bachelor of Arts/Science, Yerevan Polytechnic Institute","https://imageio.forbes.com/specials-images/imageserve/5a80b4c84bbe6f2652f53fed/0x0.jpg?format=jpg&crop=1771,1772,x250,y100,safe&height=416&width=416&fit=bounds",$3.5B,$1.1B,,,,,,,,,,,,,,,$3.8B,$4.3B,$4B,$3.1B,$3.4B,$3.7B,$3.7B,$2.5B,$3.3B,$1.1B,"All decisions concerning all projects I'm taking by myself, solo. There are not any discussions!",https://www.forbes.com/profile/samvel-karapetyan/?list=billionaires
2489,Alexander Karp,"Cofounder and CEO, Palantir Technologies",54,"software firm, Self Made",,,"Palo Alto, California",United States,Single,,"Bachelor of Arts/Science, Haverford College; Doctor of Jurisprudence, Stanford University","https://imageio.forbes.com/specials-images/imageserve/5a8eee0da7ea431690141ab3/0x0.jpg?format=jpg&crop=1549,1548,x914,y177,safe&height=416&width=416&fit=bounds",,$1.1B,,,,,,,,,,,,,,,,,$1.2B,$1.6B,$1.6B,$1.3B,$1.3B,$1.3B,$2.1B,$1.1B,,https://www.forbes.com/profile/alexander-karp/?list=billionaires
2490,Ke Guihua,,56,"auto parts, Self Made",,,"Shanghai, China",China,,,,,$1.3B,$1.1B,,,,,,,,,,,,,,,,,,,,,,$1B,$1.6B,$1.1B,,https://www.forbes.com/profile/ke-guihua/?list=billionaires
2491,Kim Jung-woong,,47,"cosmetics, Self Made",,,"Seoul, South Korea",South Korea,Married,1,"Associate in Arts/Science, Daelim University","https://imageio.forbes.com/specials-images/imageserve/5d25ef2034a5c400084aecd0/0x0.jpg?format=jpg&crop=1001,1001,x0,y146,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,$1.1B,$1.2B,$1.1B,Success is a byproduct of circumstances; I rode the wave well. ,https://www.forbes.com/profile/kim-jung-woong/?list=billionaires
2492,Harry Klagsbrun,,67,"financial services, Self Made",,,"Stockholm, Sweden",Sweden,Married,,"Master of Business Administration, New York University; Master of Economics, Stockholm School of Economics","https://imageio.forbes.com/specials-images/imageserve/6245f6256492a2524dbc62e5/0x0.jpg?format=jpg&crop=631,630,x269,y0,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/harry-klagsbrun/?list=billionaires
2493,Alexander Knauf,,48,building materials,,,"Würzburg, Germany",Germany,,,,,$1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1.1B,$1.1B,,https://www.forbes.com/profile/alexander-knauf/?list=billionaires
2494,Martin Knauf,,,building materials,,,"Berlin, Germany",Germany,,,,,$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1.1B,$1.1B,,https://www.forbes.com/profile/martin-knauf/?list=billionaires
2495,Robert Knauf,,,building materials,,,"Meerbusch, Germany",Germany,,,,,$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1.1B,$1.1B,,https://www.forbes.com/profile/robert-knauf/?list=billionaires
2496,Koh Wee Meng,,58,"real estate, hotels, Self Made",,,"Singapore, Singapore",Singapore,Married,1,,"https://imageio.forbes.com/specials-images/imageserve/5c71f05231358e35dd26fbac/0x0.jpg?format=jpg&crop=2530,2528,x1211,y27,safe&height=416&width=416&fit=bounds",$1B,$1.1B,,,,,,,,,,,,,,,$1.4B,$1.2B,$1.3B,$1B,$1.1B,$1.1B,$1.2B,$1.1B,,$1.1B,Only buy and hold what you are able to afford.,https://www.forbes.com/profile/koh-wee-meng/?list=billionaires
2497,Sergei Kolesnikov,,50,"building materials, Self Made",,,"Moscow, Russia",Russia,Married,4,"Master of Science, Moscow Institute of Physics and Technology","https://imageio.forbes.com/specials-images/imageserve/5e778745c7b02d000666d88d/0x0.jpg?format=jpg&crop=2185,2184,x1670,y0,safe&height=416&width=416&fit=bounds",$2.1B,$1.1B,,,,,,,,,,,,,,,,,,,,$1.2B,$1.3B,$1B,$2B,$1.1B,"I am engaged in biathlon, I go to competitions. Why? I like experiencing the stress that appears at the start, and the euphoria at the finish. Business, like sports, is a test of yourself.",https://www.forbes.com/profile/sergei-kolesnikov/?list=billionaires
2498,Andrei Komarov,,55,"investments, Self Made",,,"Moscow, Russia",Russia,Married,6,"Master of Science, Moscow Institute of Chemical Engineering",https://imageio.forbes.com/specials-images/imageserve/035d3f369e022987d54e50ad464b3c32/0x0.jpg?format=jpg&height=416&width=416&fit=bounds,$1.1B,$1.1B,,,,,,,,,,$1.3B,,,$1B,,,,,,,,,,$1.2B,$1.1B,,https://www.forbes.com/profile/andrei-komarov/?list=billionaires
2499,Koo Bon-neung, Heesung Electronics,73,electronics,,,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Korea University","https://imageio.forbes.com/specials-images/imageserve/60b1270858b3b0bc0386c057/0x0.jpg?format=jpg&crop=660,661,x58,y26,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,,,,$1.1B,$1.1B,$1.3B,$1.1B,$1.3B,,,$1.3B,$1B,,$1.2B,$1.1B,,https://www.forbes.com/profile/koo-bon-neung/?list=billionaires
2500,Koo Bon-sik, Heesung,63,LG,,,"Seoul, South Korea",South Korea,Married,3,"Master, University of Michigan","https://imageio.forbes.com/specials-images/imageserve/5d247af934a5c400084ac9fd/0x0.jpg?format=jpg&crop=263,263,x3,y4,safe&height=416&width=416&fit=bounds",$1.2B,$1.1B,,,,,,,,,,,,,,,$1B,,,,,$1B,$1.1B,,$1.2B,$1.1B,,https://www.forbes.com/profile/koo-bon-sik/?list=billionaires
2501,Suresh Krishna,,85,auto parts,,,"Chennai, India",India,Married,3,"Bachelor of Arts/Science, Madras Christian College; Master of Arts, University of Munich; Master of Arts, University of Wisconsin, Madison","https://imageio.forbes.com/specials-images/imageserve/62165cc332842f97504b2488/0x0.jpg?format=jpg&crop=1080,1080,x0,y0,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/suresh-krishna/?list=billionaires
2502,Nancy Lerner,,62,"banking, credit cards",,,"Cleveland, Ohio",United States,Married,5,"Doctor of Jurisprudence, Cleveland State University; Bachelor of Arts/Science, University of Cincinnati","https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,$1.5B,,$1B,$1B,,,,,$1B,$1B,$1.1B,$1.1B,$1.1B,$1.1B,$1.1B,,https://www.forbes.com/profile/nancy-lerner/?list=billionaires
2503,Norma Lerner,,86,banking,,,"Cleveland, Ohio",United States,Widowed,2,,"https://imageio.forbes.com/specials-images/imageserve/4c5034576f7f8449ebd38eb9eeedcf1c/0x0.jpg?format=jpg&crop=788,788,x0,y42,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,$1.5B,,$1B,$1B,,,,,$1B,$1B,$1.1B,$1.1B,$1.1B,$1.1B,$1.1B,,https://www.forbes.com/profile/norma-lerner/?list=billionaires
2504,Randolph Lerner,,60,"banking, credit cards",,,"Cleveland, Ohio",United States,Married,4,"Bachelor of Arts/Science, Columbia University; LLB, Columbia University","https://imageio.forbes.com/specials-images/imageserve/56ce276fe4b062f6b59a7ef3/0x0.jpg?format=jpg&crop=744,744,x0,y81,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,$1.5B,,$1B,$1B,,,,,$1B,$1B,$1.1B,$1.1B,$1.1B,$1.1B,$1.1B,,https://www.forbes.com/profile/randolph-lerner/?list=billionaires
2505,Li Shui-po,,65,"stainless steel products, Self Made",,,"Kunshan, China",Taiwan,Married,,,,,$1.1B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/li-shui-po/?list=billionaires
2506,Li Tan,,57,"pharmaceuticals, Self Made",,,"Shenzhen, China",China,Married,,"Bachelor of Arts/Science, Sichuan University",,$1.2B,$1.1B,,,,,,,,,,,,,,$1.1B,,,$1.2B,$1.1B,$1.2B,$1.1B,$1.3B,$1.3B,$1.3B,$1.1B,,https://www.forbes.com/profile/li-tan/?list=billionaires
2507,Li Wenmei & family,,59,"medical equipment, Self Made",,,"Guangzhou, China",China,Married,,"Master, Jilin University",,,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1.1B,$1.1B,,https://www.forbes.com/profile/li-wenmei/?list=billionaires
2508,Lim Hariyanto Wijaya Sarwono,,93,"palm oil, nickel mining, Self Made",,,"Jakarta, Indonesia",Indonesia,Married,7,,"https://imageio.forbes.com/specials-images/imageserve/1d675e162263166f77c91af6452294de/0x0.jpg?format=jpg&crop=744,744,x0,y44,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,,,,,,$1.1B,$1B,,,,,,,$1.1B,$1.1B,,https://www.forbes.com/profile/lim-hariyanto-wijaya-sarwono/?list=billionaires
2509,Lin Jie & family,,53,"pharmaceuticals, Self Made",,,"Taizhou, China",China,Married,,,,,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1.2B,$1.1B,,https://www.forbes.com/profile/lin-jie/?list=billionaires
2510,Liu Chengyu & family,,59,"power supply equipment, Self Made",,,"Shenzhen, China",China,Married,,,,$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/liu-chengyu/?list=billionaires
2511,Lou Boliang,,58,"pharmaceuticals, Self Made",,,"Beijing, China",United States,Married,,,"https://imageio.forbes.com/specials-images/imageserve/61f177989a92ffc26811a114/0x0.jpg?format=jpg&crop=2353,2354,x938,y143,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1.1B,$1.1B,,https://www.forbes.com/profile/lou-boliang/?list=billionaires
2512,Lun Ruixiang & family,,54,"real estate, Self Made",,,"Hong Kong, Hong Kong",China,Married,,,,$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,$1.1B,$1.2B,$1.1B,,https://www.forbes.com/profile/lun-ruixiang/?list=billionaires
2513,Lv Yongxiang,,72,"magnetic switches, Self Made",,,"Changchun, China",China,Married,,,,$1B,$1.1B,,,,,,,,,,,,,,,,,,$1B,,,$1B,,$1.1B,$1.1B,,https://www.forbes.com/profile/lv-yongxiang/?list=billionaires
2514,Ma Xiuhui,,51,"LED lighting, Self Made",,,"Shanghai, China",China,Married,,,"https://imageio.forbes.com/specials-images/imageserve/5a0b26d3a7ea436b47b55a42/0x0.jpg?format=jpg&crop=2280,2281,x123,y105,safe&height=416&width=416&fit=bounds",,$1.1B,,,,,,,,,,,,,,,,,,,$1.3B,$1.7B,$1.4B,$1.1B,$1.7B,$1.1B,,https://www.forbes.com/profile/ma-xiuhui/?list=billionaires
2515,Yasseen Mansour,,60,"diversified, Self Made",,,"Cairo, Egypt",Egypt,Married,4,"Bachelor of Arts/Science, George Washington University","https://imageio.forbes.com/specials-images/imageserve/e64883d7382b4c35f0fdba9c0e3bf35f/0x0.jpg?format=jpg&crop=744,744,x0,y118,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,,,,,,$2B,$1.8B,$2.3B,$1.4B,$1.8B,$1.9B,$1.5B,$2.2B,$1.1B,$1.1B,,https://www.forbes.com/profile/yasseen-mansour/?list=billionaires
2516,Jorge Mas,,59,Construction,,,"Miami, Florida",United States,Married,3,"Master of Business Administration, University of Miami",,$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1.2B,$1.1B,,https://www.forbes.com/profile/jorge-mas/?list=billionaires
2517,Michael McCain,,,packaged meats,,,"Toronto, Canada",Canada,,,,,$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1B,$1.1B,,https://www.forbes.com/profile/michael-mccain-1/?list=billionaires
2518,Gabriella Meister,,,appliances,,,"Landsberg am Lech, Germany",Germany,Widowed,1,,,$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,$5B,$5.1B,,$2.7B,$1.1B,,https://www.forbes.com/profile/gabriella-meister/?list=billionaires
2519,Ulrike Meister,,55,appliances,,,"Landsberg, Germany",Germany,,,,,$1.1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1.3B,$1.1B,,https://www.forbes.com/profile/ulrike-meister/?list=billionaires
2520,Jeffrey Michael & family,,65,"data management, Self Made",,,"Minnetonka, Minnesota",United States,Married,4,,,$1B,$1.1B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/jeffrey-michael/?list=billionaires
2521,Soichiro Minami,,45,"internet and software, Self Made",,,"Tokyo, Japan",Japan,,,"Bachelor of Arts/Economics, Tufts University","https://imageio.forbes.com/specials-images/imageserve/624b0a04d846321059dcafb7/0x0.jpg?format=jpg&crop=1024,1024,x0,y11,safe&height=416&width=416&fit=bounds",,$1.1B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/soichiro-minami/?list=billionaires
2522,Bob Muglia,,62,"software, Self Made",,,"Mercer Island, Washington",United States,Married,1,"Bachelor of Science, University of Michigan",,,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1.3B,$1.1B,,https://www.forbes.com/profile/bob-muglia/?list=billionaires
2523,Erik Must,,79,"stock brokerage, Self Made",,,"Oslo, Norway",Norway,,2,,"https://imageio.forbes.com/specials-images/imageserve/6245f23b580ccff7731e17a4/0x0.jpg?format=jpg&crop=410,410,x18,y34,safe&height=416&width=416&fit=bounds",,$1.1B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/erik-must/?list=billionaires
2524,Kerr Neilson,,72,"Investments, Self Made",,,"Sydney, Australia",Australia,Divorced,2,"Bachelor of Arts/Science, University of Cape Town","https://imageio.forbes.com/specials-images/imageserve/306606567179fc2f8a90853860613a48/0x0.jpg?format=jpg&crop=580,580,x20,y5,safe&height=416&width=416&fit=bounds",$1.1B,$1.1B,,,,,,,,,,,,,,$2.1B,$2.7B,$3B,$3.2B,$1.8B,$1.6B,$1.7B,$1.2B,,$1.4B,$1.1B,,https://www.forbes.com/profile/kerr-neilson/?list=billionaires
2525,John Oyler,,54,"biotech, Self Made",,,China,United States,Married,,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Business Administration, Stanford Graduate School of Business","https://imageio.forbes.com/specials-images/imageserve/619bbff6cb70e844f99de1e8/0x0.jpg?format=jpg&crop=2400,2400,x330,y0,safe&height=416&width=416&fit=bounds",,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$1.8B,$1.1B,,https://www.forbes.com/profile/john-oyler/?list=billionaires
2526,Park Hyeon-joo, Mirae Asset,63,"mutual funds, Self Made",,,"Seoul, South Korea",South Korea,Married,3,"Bachelor of Arts/Science, Korea University","https://imageio.forbes.com/specials-images/imageserve/60b1289686f393d366d1fb5b/0x0.jpg?format=jpg&crop=2166,2166,x0,y48,safe&height=416&width=416&fit=bounds",,$1.1B,,,,,,,,,,,,,,,$1B,$1.1B,$1.3B,$2.1B,$2.9B,$1.9B,$1.8B,$1B,,$1.1B,,https://www.forbes.com/profile/park-hyeon-joo/?list=billionaires
2527,Jose Isaac Peres & family,Entrepreneur ,81,"shopping malls, Self Made",,,"Rio de Janeiro, Brazil",Brazil,Married,5,"Bachelor of Arts/Science, Universidade do Brasil","https://imageio.forbes.com/specials-images/imageserve/5c6cd98431358e1c187f11bc/0x0.jpg?format=jpg&crop=426,426,x40,y0,safe&height=416&width=416&fit=bounds",$1.2B,$1.1B,,,,,,,,,,,,,,$1.5B,$1.9B,$1.3B,$1.3B,,$1.5B,$1.5B,$1.5B,,,$1.1B,,https://www.forbes.com/profile/jose-isaac-peres/?list=billionaires
2528,Catherine Phillips,,,"investments, Self Made",,,"Toronto, Canada",Canada,Married,,,,,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$2.2B,$1.1B,,https://www.forbes.com/profile/catherine-phillips/?list=billionaires
2529,John Phillips,,71,"investments, Self Made",,,"Toronto, Canada",Canada,Married,,"Law Degree, University of Toronto; Bachelor of Arts/Science, University of Toronto (Trinity College)",,,$1.1B,,,,,,,,,,,,,,,,,,,,,,,$2.2B,$1.1B,,https://www.forbes.com/profile/john-phillips/?list=billionaires
2530,Pu Zhongjie & family,,59,"medical equipment, Self Made",,,"Beijing, China",China,Married,,,,,$1.1B,,,,,,,,,,,,,,,,,,,,,,$1.4B,$1.8B,$1.1B,,https://www.forbes.com/profile/pu-zhongjie/?list=billionaires
